"","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_ao","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gt","eval_act_pol_1_fo","eval_act_pol_1_go","eval_act_pol_1_gf","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_ae","eval_act_pol_1_gs","eval_act_pol_1_gu","eval_act_pol_1_em","eval_act_pol_1_en","eval_act_pol_1_dv","eval_act_pol_1_er","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","pobreza_62","democracia_19","pp_congreso_61_b","rol_gobierno_5","democracia_21","democracia_21_a_1","democracia_21_a_2","democracia_21_b_1","democracia_21_b_2","democracia_21_c_1","democracia_21_c_2","democracia_20","democracia_35_a","democracia_35_b","democracia_35_c","democracia_35_d","democracia_35_e","democracia_35_f","democracia_35_g","democracia_35_h","democracia_35_i","democracia_35_j","democracia_35_k","ciudadania_28_a","ciudadania_28_c","pobreza_106_a","rol_gobierno_14_c","confianza_15_a","confianza_15_b","confianza_15_c","confianza_15_d","confianza_15_e","confianza_15_f","confianza_15_g","constitucion_30","constitucion_31","constitucion_3","constitucion_32_a","constitucion_32_b","constitucion_32_c","constitucion_33_a","constitucion_33_b","seguridad_37_a","seguridad_37_b","seguridad_37_c","seguridad_38_a","seguridad_38_b","democracia_36","dictadura_34_a","dictadura_34_b","salud_83","salud_84","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","bienestar_13_a","bienestar_13_g","bienestar_13_c","bienestar_13_i","bienestar_13_h","bienestar_13_j","bienestar_13_k","bienestar_21","religion_82","religion_2","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_34","constitucion_35_a","constitucion_35_b","iden_nacional_16","religion_14","info_enc_58","info_enc_30","info_enc_52_b","info_enc_65","gse","region","zona_u_r","pond","nom_region","encuesta","encuesta_a","encuesta_m","estrato","secu","id_bu_encuesta","id_bu"
"1115",12,2,9,3,1,3,2,2,1,1,88,4,2,6,6,6,4,2,6,6,6,6,6,2,2,6,6,6,6,2,2,3,2,4,3,3,4,4,3,4,4,1,1,4,3,4,3,99,1,4,10,10,1,2,1,1,NA,NA,NA,NA,NA,3,10,8,10,0,0,4,10,8,3,10,1,4,2,5,2,4,4,4,1,1,4,4,2,5,2,8,2,2,2,4,2,11,3,1,1,0,1,NA,3,1,1,55,2,1,1,1,NA,10,10,10,0,10,0,0,4,9,8,15,15,1,1,NA,1,1,NA,1,99,NA,1,1,2,NA,1,NA,4,13,2,1.70011365,13,89,2023,7,21,89288,1115,"1115-89"
"1116",12,10,6,1,3,3,4,4,3,2,88,8,2,2,6,2,8,6,6,2,6,6,6,6,4,6,6,6,4,3,3,4,3,3,3,3,1,3,3,4,3,1,3,4,3,3,1,1,3,3,1,10,2,2,3,NA,NA,NA,NA,99,NA,3,3,5,5,7,8,88,10,0,9,2,10,2,2,2,4,1,3,1,1,3,4,3,2,5,3,3,2,2,8,3,4,3,5,3,2,10,99,NA,3,2,2,53,2,1,3,2,1,10,10,10,10,10,10,10,4,1,4,15,15,1,9,NA,1,9,NA,1,99,NA,4,2,2,NA,1,NA,3,13,2,1.78331934,13,89,2023,7,21,89288,1116,"1116-89"
"1117",14,3,9,3,3,3,2,4,2,2,8,2,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,2,4,4,3,3,4,4,4,4,2,3,4,1,3,3,2,3,2,10,10,2,1,1,1,NA,NA,NA,NA,NA,4,10,10,10,10,10,10,0,10,10,10,10,5,1,4,1,3,3,2,3,3,4,3,4,1,3,5,4,4,1,6,6,4,1,2,2,0,1,NA,3,2,1,29,2,2,1,1,NA,10,10,10,10,10,10,10,3,9,8,5,NA,2,NA,2,2,NA,2,2,NA,8,1,1,2,NA,2,2,3,13,1,0.81234188,13,89,2023,7,20,89178,1117,"1117-89"
"1118",14,9,6,2,3,3,3,3,3,2,88,3,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,5,6,4,2,2,4,2,3,3,3,4,3,2,3,3,4,3,3,1,3,2,10,10,2,2,2,NA,NA,1,NA,NA,NA,3,6,7,10,5,6,10,9,6,10,10,10,1,1,3,2,3,3,3,2,2,3,2,3,2,3,4,3,4,8,2,1,6,2,2,2,8,1,NA,3,2,2,28,2,4,2,1,NA,10,8,10,6,10,8,5,2,2,7,1,NA,2,NA,2,2,NA,2,2,NA,2,5,2,2,NA,2,3,3,7,1,1.37060421,7,89,2023,7,10,89079,1118,"1118-89"
"1119",10,13,11,1,8,3,3,4,3,2,88,2,4,6,6,2,2,4,6,3,6,6,6,6,4,6,4,6,5,4,3,4,3,2,4,4,3,3,3,4,3,3,4,3,3,3,88,3,2,4,1,10,1,2,1,1,1,NA,NA,NA,NA,3,88,10,10,7,88,88,10,10,10,88,10,1,1,3,4,88,88,88,3,2,88,88,3,4,2,3,3,3,88,NA,3,1,8,88,1,10,99,NA,3,2,2,25,2,4,3,1,NA,10,10,10,10,10,10,10,3,2,8,15,15,1,1,NA,1,2,NA,1,99,NA,5,3,2,NA,1,NA,3,13,1,0.97886105,13,89,2023,7,20,89210,1119,"1119-89"
"1120",1,10,11,2,2,1,2,3,2,1,5,3,2,2,6,4,4,3,6,4,6,6,6,2,4,4,3,4,2,2,1,3,4,3,3,3,4,2,3,3,4,3,3,4,3,3,3,4,1,1,5,7,1,8,1,1,1,NA,NA,NA,NA,3,4,9,10,7,0,3,10,4,88,0,10,4,1,5,2,3,3,4,2,2,4,3,3,5,2,2,2,3,3,4,1,2,11,3,1,10,1,NA,3,2,2,49,2,4,2,1,NA,10,10,10,10,10,10,10,3,1,7,15,15,2,NA,9,1,9,NA,1,7,NA,3,2,2,NA,1,NA,4,2,1,0.88008563,2,89,2023,7,2,89016,1120,"1120-89"
"1121",1,2,3,2,2,2,3,4,2,3,5,3,3,3,3,3,3,3,6,6,1,3,6,3,3,6,3,3,3,3,3,3,1,3,3,3,1,3,2,2,3,2,3,3,88,3,3,3,3,2,10,5,2,1,1,1,NA,NA,NA,NA,NA,4,10,10,10,10,10,10,10,10,10,10,10,1,1,2,2,88,1,1,1,88,2,1,2,3,1,2,2,2,8,88,1,11,4,1,1,10,99,NA,3,2,2,61,2,6,3,1,NA,2,0,0,0,10,10,0,2,1,8,15,15,1,3,NA,1,3,NA,1,6,NA,2,2,2,NA,1,NA,3,15,1,0.50962614,15,89,2023,7,24,89264,1121,"1121-89"
"1122",1,10,16,2,1,4,3,4,3,2,7,3,4,6,6,3,4,6,6,6,6,6,6,6,3,6,6,6,6,4,6,3,3,3,3,3,1,4,1,4,1,3,3,3,3,1,3,3,1,1,5,9,1,2,1,1,NA,NA,NA,NA,NA,3,6,10,10,7,8,5,1,10,10,8,10,2,1,1,2,1,1,1,3,1,1,1,2,3,1,2,2,2,1,8,1,2,4,3,2,7,99,NA,3,2,2,37,2,8,1,1,NA,3,8,10,9,3,10,10,3,1,6,1,NA,1,1,NA,1,1,NA,1,88,NA,1,2,1,9,1,NA,3,4,1,0.32890547,4,89,2023,7,4,89035,1122,"1122-89"
"1123",9,10,8,3,1,4,3,2,1,1,3,4,1,6,6,3,5,3,6,6,6,6,6,6,1,6,3,2,2,1,2,4,4,4,3,3,3,4,3,3,2,3,2,3,3,2,3,2,1,2,3,5,2,2,1,1,1,NA,NA,NA,NA,3,9,2,10,4,10,10,10,0,10,8,9,5,4,2,2,3,2,2,4,2,88,2,4,3,2,3,3,2,8,5,3,6,11,5,3,2,1,1,3,1,2,24,1,7,1,2,1,5,4,2,2,10,0,9,1,9,8,15,21,1,1,NA,1,1,NA,1,4,NA,9,3,1,3,1,NA,3,13,1,0.46184008,13,89,2023,7,20,89199,1123,"1123-89"
"1124",1,2,5,1,3,2,4,5,3,2,88,2,4,6,6,8,2,8,6,8,6,6,6,6,4,6,4,8,8,4,8,4,1,4,4,4,4,1,4,1,2,1,4,4,1,4,4,4,1,4,1,10,1,2,2,NA,NA,1,NA,NA,NA,4,1,0,6,5,0,4,10,3,5,10,5,1,1,5,5,3,88,4,4,1,4,1,5,2,2,3,3,3,6,8,1,2,8,4,1,0,1,NA,3,3,2,54,2,3,2,2,3,10,10,10,10,10,10,10,4,9,8,10,NA,1,2,NA,1,2,NA,1,5,NA,1,3,2,NA,1,NA,3,13,1,0.4046578,13,89,2023,7,20,89189,1124,"1124-89"
"1125",3,14,9,2,1,3,3,3,3,2,9,1,5,5,3,3,2,3,2,3,6,3,4,3,5,3,5,2,2,5,2,3,3,3,3,4,3,4,3,3,4,3,4,4,4,4,4,3,4,4,9,9,1,1,1,1,NA,NA,NA,NA,NA,2,10,10,10,10,10,10,10,10,10,10,10,1,2,3,3,3,3,4,2,4,3,3,5,4,3,4,4,4,8,2,1,3,2,2,2,9,1,1,3,2,2,43,2,4,3,2,4,10,10,10,10,10,10,10,3,1,8,15,15,1,2,NA,1,2,NA,1,3,NA,1,1,2,NA,1,NA,4,13,1,1.24260264,13,89,2023,7,20,89161,1125,"1125-89"
"1126",10,13,12,2,2,2,3,5,3,2,99,1,1,1,6,1,1,6,6,6,6,6,6,1,1,6,6,6,6,1,1,3,4,4,4,4,4,4,88,4,4,4,4,4,4,1,4,4,4,3,1,8,88,2,3,NA,NA,NA,NA,1,NA,5,3,5,10,7,88,2,8,4,2,4,7,1,1,2,4,88,88,4,3,3,4,3,5,5,3,3,3,3,88,NA,7,2,11,2,1,7,1,NA,1,1,2,75,2,1,3,1,NA,10,10,10,10,10,10,10,4,1,6,15,15,1,1,NA,1,9,NA,1,7,NA,1,1,2,NA,1,NA,3,5,1,0.2113986,5,89,2023,7,6,89044,1126,"1126-89"
"1127",2,16,5,2,2,3,2,3,2,1,4,3,2,2,6,4,4,4,3,3,6,2,6,1,3,6,3,3,2,1,2,4,3,4,4,3,4,4,4,4,2,2,3,4,4,3,3,2,2,4,8,5,1,1,1,1,NA,NA,NA,NA,NA,3,10,8,10,10,10,6,10,5,8,0,10,4,3,3,2,2,3,2,3,3,4,3,4,3,2,3,3,2,2,8,11,8,4,4,1,4,1,NA,3,1,2,26,2,8,2,2,6,9,10,9,10,10,10,10,3,11,8,11,NA,1,1,NA,1,1,NA,1,4,NA,3,3,2,NA,1,NA,3,5,1,0.84162471,5,89,2023,7,6,89044,1127,"1127-89"
"1128",9,16,2,3,3,4,2,5,3,2,5,2,3,6,6,6,2,2,2,6,6,6,1,2,2,6,6,6,2,4,6,2,1,3,4,4,4,3,2,3,4,2,3,3,3,4,4,2,88,3,10,5,88,1,8,NA,NA,NA,NA,NA,NA,3,88,10,10,5,8,0,10,5,5,2,10,2,1,3,3,88,4,3,3,3,2,3,5,5,3,3,3,5,88,NA,4,8,10,5,2,5,99,NA,3,1,1,28,2,8,1,1,NA,10,10,10,10,0,0,10,2,1,5,15,15,2,NA,2,2,NA,2,2,NA,8,5,2,2,NA,2,3,3,5,1,0.96927967,5,89,2023,7,6,89044,1128,"1128-89"
"1129",12,3,10,3,2,4,2,3,8,1,88,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,4,2,3,3,2,2,3,2,3,2,2,2,2,88,2,2,2,2,2,10,7,1,2,1,1,NA,NA,NA,NA,NA,3,6,8,10,10,10,10,7,10,5,10,10,3,2,3,4,2,2,2,3,2,2,1,3,3,1,2,3,2,8,4,11,5,4,2,2,7,99,NA,3,2,2,18,1,3,3,2,6,5,7,8,6,8,7,8,2,9,8,15,15,2,NA,8,2,NA,8,2,NA,8,4,3,2,NA,2,2,3,5,1,0.56108314,5,89,2023,7,6,89044,1129,"1129-89"
"1130",10,5,13,3,2,4,1,3,2,3,10,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,1,1,4,3,2,2,2,3,4,88,2,2,2,2,2,2,2,88,2,10,10,1,1,1,1,NA,NA,NA,NA,NA,2,10,10,10,10,10,10,10,10,10,10,10,1,1,3,3,88,2,2,2,2,88,2,88,5,88,3,3,3,8,99,2,1,6,1,2,10,1,NA,3,2,2,60,2,8,1,2,8,10,10,10,10,10,10,10,2,1,8,15,15,2,NA,2,2,NA,2,2,NA,8,5,1,2,NA,2,3,3,5,1,0.90337995,5,89,2023,7,6,89044,1130,"1130-89"
"1131",3,5,1,4,1,4,1,2,2,1,6,4,5,6,6,6,3,6,6,3,6,6,6,6,6,6,6,6,6,5,3,2,1,1,2,2,1,2,1,3,88,2,1,1,1,2,1,1,2,2,7,10,1,1,1,1,1,NA,NA,NA,NA,2,10,10,10,7,7,10,7,10,10,6,7,2,1,2,3,88,2,2,3,1,1,1,3,1,1,2,3,2,3,6,2,4,5,1,1,7,1,NA,3,2,2,62,2,7,1,2,7,10,6,10,7,10,5,0,2,1,5,15,5,2,NA,2,2,NA,8,1,2,NA,6,2,2,NA,2,3,3,5,1,0.45168998,5,89,2023,7,6,89044,1131,"1131-89"
"1132",10,17,3,4,3,4,2,4,3,3,5,3,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,4,3,3,4,3,3,4,3,3,3,3,4,3,3,3,3,3,3,3,8,3,2,2,1,1,NA,NA,NA,NA,NA,2,7,10,10,9,3,0,10,10,0,10,10,3,2,2,3,2,3,3,2,3,4,3,3,3,1,3,2,2,5,1,1,6,8,2,2,10,1,NA,3,2,2,33,2,4,1,2,4,10,10,10,4,3,10,10,2,8,7,15,15,2,NA,4,2,NA,8,2,NA,88,5,2,2,NA,2,2,3,5,1,0.61518827,5,89,2023,7,6,89044,1132,"1132-89"
"1133",1,3,9,2,1,4,3,2,1,1,99,5,2,6,6,4,4,6,6,6,6,6,6,6,2,6,6,6,2,1,2,4,4,4,3,4,4,4,4,4,4,4,1,88,88,2,4,3,88,2,1,10,88,1,3,NA,NA,NA,NA,1,NA,2,88,88,88,10,88,88,88,10,10,88,10,1,1,88,4,88,1,5,2,88,2,2,2,5,1,8,3,2,88,NA,2,6,11,1,1,10,1,NA,3,1,2,79,2,3,3,1,NA,10,10,1,10,10,10,10,4,9,8,3,NA,1,1,NA,1,1,NA,1,99,NA,1,1,2,NA,1,NA,3,13,1,1.13925353,13,89,2023,7,20,89200,1133,"1133-89"
"1134",10,2,5,1,2,3,4,5,2,2,88,2,2,2,2,2,2,6,6,6,2,6,6,2,4,6,2,2,1,2,1,4,4,4,4,4,3,4,3,4,3,1,4,4,3,4,4,3,4,4,7,10,2,2,3,NA,NA,NA,NA,1,NA,5,2,0,7,6,5,2,10,8,0,0,8,1,1,5,5,4,3,3,3,4,4,3,4,5,3,4,3,4,6,2,3,11,4,1,1,10,1,NA,3,1,1,68,2,1,3,1,NA,10,2,10,10,10,10,10,2,9,8,15,15,1,9,NA,1,9,NA,1,99,NA,1,1,2,NA,1,NA,4,13,1,0.45516952,13,89,2023,7,20,89251,1134,"1134-89"
"1135",3,9,10,3,3,4,3,4,9,3,88,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,2,4,4,4,99,4,4,4,88,3,2,99,4,2,2,4,3,4,88,10,88,1,8,NA,NA,NA,NA,NA,NA,2,88,10,10,6,88,8,8,6,5,5,88,4,1,88,4,88,88,88,4,5,88,4,88,5,1,8,1,8,88,NA,6,2,88,4,2,8,99,NA,3,88,2,37,2,3,1,2,4,0,6,10,10,88,88,0,2,9,8,15,15,2,NA,8,2,NA,8,2,NA,88,5,1,2,NA,2,2,4,2,1,1.66720388,2,89,2023,7,2,89015,1135,"1135-89"
"1136",9,10,3,2,3,4,3,5,3,2,10,1,5,4,2,2,1,3,6,6,6,4,2,3,5,3,5,3,4,5,3,3,1,3,4,3,3,3,3,3,4,1,4,4,3,3,1,1,2,3,1,10,2,2,3,NA,NA,NA,NA,99,NA,5,3,10,10,10,10,10,10,10,0,5,10,2,1,2,3,3,3,1,2,1,1,1,3,4,3,5,3,4,2,8,11,3,6,2,1,0,1,1,3,2,2,70,2,4,3,1,NA,10,10,10,10,10,10,10,2,1,6,18,NA,1,2,NA,1,2,NA,1,3,NA,1,2,2,NA,1,NA,2,13,1,0.56962676,13,89,2023,7,20,89181,1136,"1136-89"
"1137",3,10,5,2,2,1,2,4,3,2,5,2,2,1,6,3,1,2,6,6,2,6,6,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,3,4,2,1,3,4,3,3,4,2,2,3,5,8,1,1,3,NA,NA,NA,NA,1,1,3,0,10,10,6,10,7,10,10,10,10,10,1,3,5,2,4,4,4,2,5,4,3,5,5,3,5,5,5,6,2,2,4,8,4,1,5,1,NA,3,1,2,38,1,5,1,1,NA,2,9,10,10,4,10,10,4,9,8,15,15,2,NA,4,1,2,NA,1,88,NA,2,3,2,NA,1,NA,3,13,1,0.96373264,13,89,2023,7,20,89217,1137,"1137-89"
"1138",10,7,9,3,1,3,1,4,2,2,6,2,4,6,6,2,4,6,6,6,2,6,2,6,4,6,6,6,4,4,4,3,2,3,3,2,3,3,3,2,3,3,3,3,3,3,3,2,3,3,7,7,1,2,1,1,NA,NA,NA,NA,NA,4,4,5,10,3,2,1,5,0,9,1,10,3,3,3,4,3,2,3,3,2,3,3,4,4,3,3,3,3,8,3,1,6,11,5,1,9,1,NA,3,2,2,25,2,4,1,1,NA,10,1,10,1,9,0,5,2,9,8,15,15,1,1,NA,1,2,NA,1,88,NA,5,3,2,NA,1,NA,3,6,1,0.68869208,6,89,2023,7,8,89067,1138,"1138-89"
"1139",10,7,2,1,3,1,2,5,3,2,10,1,5,6,6,1,1,2,6,6,2,6,6,3,4,6,3,1,3,1,4,3,2,3,3,4,99,3,3,2,3,1,4,4,3,3,4,2,1,4,10,10,1,2,1,1,NA,NA,NA,NA,NA,3,10,0,1,10,0,10,10,0,10,99,10,2,1,5,3,88,1,99,1,3,88,4,4,2,3,3,3,3,8,99,1,7,6,2,2,0,1,NA,3,2,2,28,1,4,2,1,NA,10,10,10,10,10,10,10,2,1,8,15,15,1,2,NA,1,2,NA,1,88,NA,5,2,2,NA,1,NA,3,6,1,0.68869208,6,89,2023,7,8,89067,1139,"1139-89"
"1140",3,2,26,3,2,3,1,3,2,8,3,2,3,6,3,6,2,6,6,6,6,3,3,2,2,6,3,3,3,4,3,2,1,1,4,3,2,3,2,3,2,3,3,3,4,3,3,1,2,3,10,10,2,1,3,NA,NA,NA,NA,1,NA,3,3,10,99,4,0,6,3,0,10,0,7,1,1,3,1,3,2,3,3,3,2,4,3,1,1,2,3,2,5,8,11,6,2,3,1,10,1,NA,3,2,1,30,2,3,1,1,NA,10,10,7,10,10,10,10,3,2,8,99,17,1,2,NA,1,1,NA,1,1,NA,1,2,1,5,1,NA,3,6,1,0.67000636,6,89,2023,7,8,89075,1140,"1140-89"
"1141",1,17,14,3,2,3,5,4,3,2,5,3,4,6,6,8,3,3,4,6,6,3,4,6,3,8,8,4,6,4,4,4,1,3,3,4,3,4,3,3,1,2,3,3,2,4,2,2,2,3,5,10,1,1,1,1,1,NA,NA,NA,NA,3,4,3,9,1,4,5,6,10,9,2,6,4,3,5,3,3,3,2,4,3,4,4,4,5,3,4,2,4,6,2,1,8,2,3,1,3,1,1,1,1,1,26,2,4,1,1,NA,5,5,3,9,10,8,9,3,2,8,15,15,1,2,NA,2,NA,2,1,88,NA,5,2,2,NA,1,NA,3,6,1,1.30587766,6,89,2023,7,8,89075,1141,"1141-89"
"1142",7,13,1,2,3,4,8,4,3,2,10,2,4,4,8,4,2,6,8,4,6,4,8,6,5,6,8,4,4,6,2,1,1,3,4,2,1,3,1,3,1,2,2,4,3,1,3,1,2,1,1,10,1,2,3,NA,NA,NA,NA,1,1,3,6,4,6,7,2,1,3,88,2,3,8,5,1,3,1,1,1,1,1,3,1,1,3,3,2,1,1,1,4,5,11,2,6,1,1,4,1,1,3,2,2,60,2,4,2,1,NA,10,3,2,1,5,1,0,2,1,4,10,NA,1,2,NA,1,8,NA,1,7,NA,2,2,2,NA,1,NA,3,6,1,0.3042733,6,89,2023,7,8,89075,1142,"1142-89"
"1143",2,3,1,1,3,1,5,4,3,2,7,2,4,3,6,2,2,4,6,6,6,2,6,2,4,8,8,6,6,4,2,3,1,88,4,4,4,4,1,4,3,3,4,3,4,4,3,2,88,4,1,10,88,2,3,NA,NA,NA,NA,1,1,9,88,10,10,88,88,10,10,1,88,88,10,1,1,1,4,4,4,1,4,4,1,1,4,5,3,4,4,4,5,1,1,6,11,4,1,10,1,1,3,2,2,64,2,3,3,2,3,10,10,10,10,10,10,10,2,1,6,15,15,1,3,NA,2,NA,4,1,6,NA,1,3,2,NA,1,NA,3,6,1,0.3042733,6,89,2023,7,8,89075,1143,"1143-89"
"1144",1,3,11,2,3,3,2,4,3,9,88,9,4,8,6,6,6,6,6,6,6,6,6,6,4,6,6,4,6,4,6,3,1,4,4,3,88,4,1,88,4,1,4,3,88,88,88,1,1,3,1,10,99,1,8,NA,NA,NA,NA,NA,NA,8,0,88,99,88,88,88,10,0,88,1,10,1,1,88,8,88,88,99,1,1,1,88,88,8,88,3,1,1,99,NA,2,99,NA,1,1,88,99,NA,2,88,2,64,2,2,3,1,NA,6,0,10,10,10,10,10,99,1,5,99,99,1,9,NA,99,NA,9,1,99,NA,1,99,2,NA,1,NA,3,6,1,0.3042733,6,89,2023,7,8,89075,1144,"1144-89"
"1145",7,10,1,2,2,3,9,4,2,2,99,2,4,6,6,6,2,6,8,8,6,6,6,6,6,6,6,6,8,6,8,2,2,4,4,3,99,4,4,4,2,2,99,99,99,99,99,2,2,4,1,10,99,2,3,NA,NA,NA,NA,1,1,9,5,99,9,99,99,5,1,8,99,99,99,1,1,99,9,99,99,99,99,99,2,4,88,1,2,9,1,1,99,NA,2,6,3,1,1,10,1,NA,1,1,1,59,2,2,1,1,NA,0,10,10,10,10,10,10,2,1,4,15,15,1,4,NA,1,8,NA,1,88,NA,1,2,2,NA,1,NA,5,6,1,0.64538898,6,89,2023,7,8,89076,1145,"1145-89"
"1146",3,10,5,1,1,2,8,5,2,8,88,3,3,3,8,3,3,6,8,8,8,3,3,6,3,8,8,8,3,3,3,4,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,10,10,1,1,1,1,NA,NA,NA,NA,NA,4,10,5,10,9,6,9,10,9,10,5,10,1,1,5,2,88,1,1,1,99,99,1,3,2,1,2,4,5,3,6,2,1,6,2,1,10,1,NA,3,2,2,33,2,3,3,1,NA,5,0,10,10,10,5,10,2,1,6,99,15,1,1,NA,1,1,NA,1,4,NA,2,3,2,NA,1,NA,5,6,1,0.34857997,6,89,2023,7,8,89076,1146,"1146-89"
"1147",3,10,1,2,2,2,3,4,2,2,6,2,3,4,6,3,2,2,3,3,6,3,6,4,4,8,4,4,3,4,3,3,1,3,3,3,3,3,2,4,3,1,4,3,3,4,3,1,1,3,10,10,1,1,8,NA,NA,NA,NA,NA,NA,4,10,1,10,1,10,1,10,1,10,10,10,4,2,4,4,3,4,3,1,4,2,1,2,3,2,3,3,3,88,NA,2,1,6,3,2,0,1,1,3,2,1,63,2,3,1,1,NA,10,10,10,10,10,10,10,2,1,3,15,15,1,2,NA,1,2,NA,1,88,NA,1,2,2,NA,1,NA,3,6,1,0.76727412,6,89,2023,7,8,89075,1147,"1147-89"
"1148",3,10,2,2,2,4,3,4,2,2,5,2,3,6,6,3,2,3,6,6,6,3,6,6,4,6,6,2,4,4,3,3,2,3,4,3,2,2,2,4,3,2,3,3,3,3,3,3,2,3,4,5,1,1,1,1,1,NA,NA,NA,NA,4,7,10,10,9,10,8,10,10,9,7,10,1,2,4,3,3,3,2,2,3,3,3,3,3,1,3,3,2,3,6,1,2,4,3,2,6,1,NA,3,1,1,33,2,4,1,1,NA,7,3,5,2,3,6,0,2,1,5,15,13,2,NA,2,1,1,NA,1,3,NA,5,2,2,NA,1,NA,3,13,1,2.7236235,13,89,2023,7,20,89240,1148,"1148-89"
"1149",10,1,3,1,1,3,2,5,2,2,7,1,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,6,1,1,3,3,1,88,3,3,4,3,1,4,3,3,1,3,1,1,1,1,10,1,1,1,99,NA,NA,NA,NA,NA,3,5,7,5,10,7,7,5,10,5,7,6,1,1,3,3,3,2,3,3,3,3,3,3,4,1,2,2,2,1,2,11,3,6,4,3,10,99,NA,3,2,1,26,1,3,1,1,NA,10,10,10,5,10,10,10,2,2,6,15,3,1,1,NA,2,NA,2,1,5,NA,10,1,1,5,1,NA,4,13,1,2.09704551,13,89,2023,7,20,89241,1149,"1149-89"
"1150",3,4,14,3,2,3,3,3,2,2,5,2,4,6,6,2,6,6,6,6,2,2,6,6,6,6,2,6,2,6,6,3,1,3,3,3,3,3,3,3,3,1,3,3,3,3,3,1,1,1,7,10,2,2,1,1,1,NA,NA,NA,NA,3,8,7,9,8,8,4,5,7,7,5,7,2,2,4,2,3,3,3,3,3,4,3,2,4,2,2,2,2,2,8,3,1,8,3,1,8,1,1,3,2,2,20,2,6,1,2,5,9,0,0,0,2,0,0,2,2,6,10,NA,2,NA,2,2,NA,2,2,NA,5,5,2,2,NA,2,3,4,13,1,0.60695428,13,89,2023,7,20,89241,1150,"1150-89"
"1151",6,5,10,2,3,3,3,3,2,2,5,2,2,2,2,2,2,2,2,2,2,2,2,4,4,4,4,4,2,2,2,3,3,4,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,1,1,1,2,3,NA,NA,NA,NA,1,1,4,2,2,5,3,3,3,8,1,1,1,4,2,2,4,4,3,3,2,3,3,2,2,4,5,2,4,3,2,4,6,3,5,8,4,2,0,99,NA,3,1,1,61,2,2,2,1,NA,10,10,9,10,10,9,10,4,1,6,15,15,1,9,NA,1,2,NA,1,3,NA,1,3,2,NA,1,NA,4,13,1,0.92409619,13,89,2023,7,20,89241,1151,"1151-89"
"1152",5,10,1,2,3,3,4,4,3,1,99,4,2,2,6,2,9,6,6,2,2,6,6,6,2,2,2,2,9,2,9,1,3,4,4,4,4,4,4,4,1,2,3,4,4,1,2,3,88,4,1,10,2,2,1,1,NA,NA,NA,NA,NA,9,88,10,10,10,2,88,0,9,99,1,6,1,1,99,2,99,2,3,4,4,4,4,3,4,1,9,3,1,88,NA,5,3,8,4,99,10,1,NA,2,1,2,59,2,1,3,2,1,10,10,10,10,10,10,10,3,1,7,15,15,1,9,NA,1,9,NA,1,99,NA,1,3,2,NA,1,NA,5,6,1,0.25593804,6,89,2023,7,8,89076,1152,"1152-89"
"1153",10,3,14,1,2,9,9,4,2,1,5,4,2,6,6,6,4,6,6,6,6,3,3,6,2,6,6,6,6,1,2,4,2,3,4,2,3,4,3,3,3,2,2,3,2,3,2,2,3,4,10,10,2,2,8,NA,NA,NA,NA,NA,NA,3,5,7,10,10,0,0,10,0,99,99,10,2,1,4,3,88,4,3,2,5,3,1,88,3,3,3,3,3,8,7,1,2,6,1,1,5,99,NA,3,2,2,36,2,7,1,1,NA,5,10,10,10,10,10,7,3,99,4,15,15,2,NA,1,1,8,NA,1,99,NA,4,2,2,NA,1,NA,5,6,1,0.69715994,6,89,2023,7,8,89076,1153,"1153-89"
