"","percepcion_1_a","percepcion_1_b","percepcion_1_c","percepcion_2","percepcion_3","percepcion_5","percepcion_6","percepcion_38","percepcion_4","eval_gob_1","iden_pol_2","eval_act_pol_1_fh","eval_act_pol_1_p","eval_act_pol_1_ao","eval_act_pol_1_gp","eval_act_pol_1_ca","eval_act_pol_1_el","eval_act_pol_1_gm","eval_act_pol_1_gt","eval_act_pol_1_fo","eval_act_pol_1_go","eval_act_pol_1_gf","eval_act_pol_1_gq","eval_act_pol_1_fe","eval_act_pol_1_ae","eval_act_pol_1_gs","eval_act_pol_1_gu","eval_act_pol_1_em","eval_act_pol_1_en","eval_act_pol_1_dv","eval_act_pol_1_er","confianza_6_a","confianza_6_c","confianza_6_b","confianza_6_j","confianza_6_d","confianza_6_e","confianza_6_f","confianza_6_n","confianza_6_x","confianza_6_g","confianza_6_h","confianza_6_i","confianza_6_k","confianza_6_s","confianza_6_o","confianza_6_p","confianza_6_r","confianza_6_m","confianza_6_ab","pobreza_62","democracia_19","pp_congreso_61_b","rol_gobierno_5","democracia_21","democracia_21_a_1","democracia_21_a_2","democracia_21_b_1","democracia_21_b_2","democracia_21_c_1","democracia_21_c_2","democracia_20","democracia_35_a","democracia_35_b","democracia_35_c","democracia_35_d","democracia_35_e","democracia_35_f","democracia_35_g","democracia_35_h","democracia_35_i","democracia_35_j","democracia_35_k","ciudadania_28_a","ciudadania_28_c","pobreza_106_a","rol_gobierno_14_c","confianza_15_a","confianza_15_b","confianza_15_c","confianza_15_d","confianza_15_e","confianza_15_f","confianza_15_g","constitucion_30","constitucion_31","constitucion_3","constitucion_32_a","constitucion_32_b","constitucion_32_c","constitucion_33_a","constitucion_33_b","seguridad_37_a","seguridad_37_b","seguridad_37_c","seguridad_38_a","seguridad_38_b","democracia_36","dictadura_34_a","dictadura_34_b","salud_83","salud_84","sexo","edad","info_enc_61","esc_nivel_1","info_enc_56","info_enc_57","info_hogar_28_c","bienestar_13_a","bienestar_13_g","bienestar_13_c","bienestar_13_i","bienestar_13_h","bienestar_13_j","bienestar_13_k","bienestar_21","religion_82","religion_2","iden_pol_3","iden_pol_3_a","elec_part_37","elec_pres_144_a","elec_pres_144_b","constitucion_19","constitucion_20_a","constitucion_20_b","constitucion_34","constitucion_35_a","constitucion_35_b","iden_nacional_16","religion_14","info_enc_58","info_enc_30","info_enc_52_b","info_enc_65","gse","region","zona_u_r","pond","nom_region","encuesta","encuesta_a","encuesta_m","estrato","secu","id_bu_encuesta","id_bu"
"40",26,7,9,3,3,3,2,4,3,2,10,1,4,6,6,2,2,6,6,2,6,6,6,4,4,2,4,4,6,4,4,3,2,1,4,2,3,3,3,2,2,1,3,4,4,3,3,2,3,3,10,10,2,1,3,NA,NA,NA,NA,99,NA,4,6,7,10,1,7,6,1,0,9,10,0,1,1,5,3,4,4,88,2,5,2,1,4,5,3,4,2,3,8,6,11,1,6,1,1,10,99,NA,3,1,2,29,2,8,1,1,NA,10,7,5,2,10,0,5,3,2,2,10,NA,1,2,NA,1,2,NA,1,5,NA,3,2,2,NA,1,NA,2,9,2,0.3232916,9,89,2023,7,15,89284,40,"40-89"
"41",3,7,9,2,8,4,3,4,3,3,7,3,4,4,6,3,3,6,6,6,6,6,6,4,4,6,6,4,6,4,6,4,1,2,3,3,3,3,3,88,4,1,2,4,3,3,2,2,3,3,10,10,99,2,1,1,NA,NA,NA,NA,NA,3,8,10,10,2,10,3,8,4,3,7,10,2,2,4,2,88,2,2,2,3,2,88,3,3,1,8,2,3,6,8,6,9,11,2,4,5,1,NA,3,2,2,82,2,4,3,1,NA,0,0,7,0,0,0,0,2,2,6,10,NA,1,2,NA,1,1,NA,2,NA,5,5,2,2,NA,1,NA,3,5,1,0.43344317,5,89,2023,7,6,89039,41,"41-89"
"42",1,10,12,3,2,3,3,4,2,1,5,4,3,3,6,2,3,2,6,3,6,6,6,3,5,3,5,4,2,3,4,4,1,4,4,3,3,3,1,3,3,2,2,4,2,2,3,2,2,3,8,10,1,1,2,NA,NA,1,NA,NA,NA,3,6,6,10,5,7,5,4,5,3,4,5,2,3,4,2,3,2,2,3,3,4,2,3,3,2,2,3,3,8,3,2,11,6,3,2,7,1,1,3,2,1,30,2,4,1,1,NA,5,6,6,5,6,4,7,2,11,8,15,20,1,1,NA,1,1,NA,1,7,NA,3,2,2,NA,1,NA,3,13,1,1.04968847,13,89,2023,7,20,89220,42,"42-89"
"43",12,10,13,1,2,3,3,4,3,2,99,1,3,6,6,2,1,1,6,6,6,6,6,6,3,6,4,6,2,3,2,3,3,4,4,3,3,4,2,2,3,3,4,4,4,4,3,3,2,4,10,10,2,2,3,NA,NA,NA,NA,1,1,4,5,0,10,10,6,5,10,6,6,10,6,3,2,3,3,88,3,4,3,3,3,4,3,5,2,3,4,5,3,7,11,3,1,4,1,10,99,NA,3,2,2,38,2,4,1,2,3,6,10,10,10,10,10,10,2,1,8,15,15,1,2,NA,2,NA,1,1,7,NA,1,3,2,NA,1,NA,4,13,1,1.60987862,13,89,2023,7,20,89210,43,"43-89"
"44",11,3,9,3,1,3,2,3,1,1,4,4,3,6,6,4,4,3,6,6,6,6,6,4,3,6,6,4,6,6,6,1,3,4,4,3,4,2,4,4,1,1,1,3,2,1,2,1,3,3,3,8,1,1,1,99,NA,NA,NA,NA,NA,3,6,10,5,3,9,7,10,8,2,2,10,2,2,2,2,88,1,3,1,1,1,1,2,5,1,3,3,3,2,5,2,88,NA,2,4,5,1,NA,3,1,1,76,2,3,3,1,NA,9,7,0,5,10,4,6,4,1,5,15,15,1,2,NA,1,1,NA,1,6,NA,2,1,2,NA,1,NA,3,5,1,1.27897686,5,89,2023,7,6,89065,44,"44-89"
"45",3,10,2,3,1,3,2,5,1,1,4,1,1,3,6,4,4,5,6,3,6,3,4,2,2,4,4,4,2,1,1,4,3,4,3,1,1,2,2,3,4,2,1,3,3,1,1,2,2,2,10,10,1,1,1,1,NA,NA,NA,NA,NA,1,10,10,10,10,10,10,10,10,10,9,10,1,1,2,1,2,1,1,1,2,88,1,3,1,1,2,1,2,8,5,2,4,10,4,4,3,1,1,1,2,1,65,2,1,1,2,1,5,10,10,10,5,10,7,2,3,8,3,NA,1,1,NA,1,1,NA,1,4,NA,6,3,2,NA,1,NA,3,13,1,1.38657477,13,89,2023,7,20,89200,45,"45-89"
"46",10,26,11,3,2,2,2,3,1,1,1,4,2,2,6,4,6,6,6,6,6,6,6,8,2,6,6,6,6,6,4,4,2,2,4,4,3,2,2,4,88,2,2,2,4,4,2,2,88,4,7,6,1,2,1,1,1,NA,NA,NA,NA,3,6,6,7,5,5,6,6,5,6,4,7,1,1,4,1,3,3,2,3,88,2,2,4,3,3,4,2,1,6,2,1,11,2,1,1,6,1,NA,1,2,2,72,2,1,3,2,3,0,7,6,8,8,10,10,2,2,1,5,NA,1,1,NA,1,1,NA,1,7,NA,1,1,2,NA,1,NA,4,7,1,0.48993531,7,89,2023,7,10,89081,46,"46-89"
"47",7,2,3,2,3,2,4,4,3,2,5,2,4,3,6,2,3,6,9,6,6,3,3,6,4,6,2,9,3,4,3,4,1,99,4,3,3,3,88,3,3,4,3,4,3,4,3,3,1,3,1,10,1,1,3,NA,NA,NA,NA,1,NA,4,88,0,4,88,88,3,0,3,88,5,0,3,3,5,5,3,3,3,3,3,3,4,4,3,2,8,8,8,6,3,3,4,5,4,2,10,99,NA,3,2,2,33,2,4,1,1,NA,10,10,10,10,10,10,10,2,2,8,18,NA,1,2,NA,1,1,NA,1,3,NA,9,2,2,NA,1,NA,4,16,1,1.0220482,16,89,2023,7,25,89270,47,"47-89"
"48",17,13,4,1,3,3,3,4,3,8,5,9,6,6,9,8,6,6,9,9,6,9,6,9,9,8,9,9,9,6,9,4,4,4,4,4,4,3,3,4,4,4,4,4,4,4,4,4,4,4,8,10,1,2,8,NA,NA,NA,NA,NA,NA,4,0,2,5,88,88,88,0,4,88,10,5,1,2,4,3,4,4,4,4,4,3,3,3,3,3,3,4,3,4,6,8,2,3,5,1,5,99,NA,3,2,2,30,2,3,1,1,NA,10,8,10,8,9,5,5,3,2,8,15,15,1,9,NA,1,9,NA,1,99,NA,3,2,2,NA,1,NA,4,7,1,0.35643856,7,89,2023,7,10,89081,48,"48-89"
"49",10,13,88,2,3,3,3,4,2,3,6,8,2,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,1,1,4,4,4,3,3,4,4,3,4,4,4,3,3,1,3,3,1,10,1,2,2,NA,NA,1,NA,NA,NA,4,9,2,10,8,8,3,9,0,6,3,6,1,2,4,4,3,3,3,3,2,1,3,3,4,2,3,3,2,8,6,4,5,3,1,2,99,99,NA,1,99,2,67,2,4,3,2,4,10,10,10,10,10,10,10,3,2,1,15,5,1,8,NA,1,1,NA,1,7,NA,1,1,1,5,1,NA,3,9,1,0.47451532,9,89,2023,7,14,89117,49,"49-89"
"50",3,10,13,3,8,3,3,8,8,8,5,3,3,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,3,4,4,3,3,3,3,4,1,3,4,3,3,4,1,3,4,1,10,88,1,2,NA,NA,99,NA,NA,NA,4,1,5,10,5,88,3,5,2,88,88,10,3,3,3,4,4,2,3,1,3,3,2,3,4,2,3,3,3,8,3,4,3,1,1,3,10,99,NA,3,2,2,26,2,4,1,2,2,10,10,10,10,10,10,10,3,1,5,15,15,1,8,NA,1,8,NA,1,88,NA,2,2,2,NA,1,NA,5,9,1,1.25943382,9,89,2023,7,14,89117,50,"50-89"
"51",5,2,10,3,1,4,3,3,1,1,1,3,1,2,6,4,2,6,6,2,6,1,6,1,1,6,1,6,6,1,1,4,3,4,4,3,4,4,4,2,2,3,3,3,2,2,2,3,1,2,5,5,1,1,1,1,1,NA,NA,NA,NA,1,9,10,10,10,9,10,10,10,10,6,10,4,2,4,2,1,1,2,3,3,4,3,2,2,2,3,2,2,6,2,9,3,2,5,2,5,1,NA,3,2,1,41,2,9,1,2,9,6,4,10,4,0,0,3,2,9,8,11,NA,1,1,NA,1,1,NA,1,4,NA,5,2,2,NA,1,NA,3,5,1,5.00222943,5,89,2023,7,6,89038,51,"51-89"
"52",3,1,7,3,2,2,2,3,2,1,5,4,2,3,6,4,4,4,4,4,4,4,3,6,5,6,4,4,6,2,2,3,3,3,2,4,88,4,1,4,3,4,2,4,4,2,4,4,4,3,5,8,2,2,2,NA,NA,99,NA,NA,NA,4,8,6,9,9,9,5,6,8,7,7,2,4,1,1,3,4,4,2,3,4,4,2,4,4,88,3,3,2,5,4,5,8,7,3,2,4,99,NA,88,88,1,83,2,2,3,1,NA,0,7,6,8,7,8,5,3,10,4,15,15,1,1,NA,1,1,NA,2,NA,88,88,2,1,5,1,NA,4,9,2,1.42913738,9,89,2023,7,15,89283,52,"52-89"
"53",17,3,14,1,3,1,5,4,3,2,8,1,4,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,4,3,1,3,3,3,3,3,2,4,1,2,2,1,1,1,2,8,10,1,1,1,1,NA,NA,NA,NA,NA,3,7,4,8,6,5,6,7,3,8,1,5,5,5,4,2,3,3,3,3,3,4,1,2,3,3,5,5,5,8,2,3,11,6,1,3,8,99,NA,3,2,2,46,2,8,1,1,NA,10,10,10,10,4,10,10,3,1,7,15,15,2,NA,8,2,NA,2,2,NA,8,7,2,2,NA,2,2,3,13,1,1.76497804,13,89,2023,7,20,89177,53,"53-89"
"54",2,14,3,1,3,2,3,4,2,2,5,1,2,2,2,4,1,1,6,6,6,3,6,3,4,2,5,3,6,3,1,3,88,88,4,4,3,4,2,3,4,2,4,4,4,3,4,2,2,3,8,8,2,2,3,NA,NA,NA,NA,1,NA,5,2,2,6,1,2,2,3,2,0,0,6,2,5,4,4,3,3,3,3,3,3,4,3,5,2,4,3,3,6,8,1,3,9,2,2,8,99,NA,3,2,2,45,2,6,3,2,5,10,10,10,10,10,10,10,3,1,5,15,15,2,NA,4,2,NA,3,1,7,NA,4,2,2,NA,1,NA,3,13,1,1.76497804,13,89,2023,7,20,89177,54,"54-89"
"55",3,10,1,4,2,3,3,3,1,1,3,5,4,6,6,4,4,3,6,6,6,6,6,3,4,6,3,5,6,2,1,4,3,3,3,3,3,3,4,1,1,3,3,3,1,1,3,1,1,3,8,4,1,1,1,1,NA,NA,NA,NA,NA,3,5,4,9,2,5,4,10,1,10,9,9,1,1,4,3,3,2,3,3,3,3,3,3,3,2,3,3,3,8,4,1,2,11,4,1,9,99,NA,3,2,2,36,2,6,3,1,NA,10,8,10,10,10,9,10,3,9,8,14,NA,1,1,NA,1,1,NA,1,4,NA,8,2,2,NA,1,NA,3,13,1,1.08208577,13,89,2023,7,20,89177,55,"55-89"
"56",13,1,10,2,2,2,3,5,2,2,88,2,4,2,6,2,1,6,6,6,6,6,6,6,4,6,2,2,6,2,6,3,3,4,3,4,3,3,3,3,3,2,4,4,3,4,3,1,88,4,10,10,88,1,3,NA,NA,NA,NA,1,NA,4,10,7,8,6,6,0,4,0,10,0,10,1,1,1,5,3,3,4,2,3,4,3,4,1,1,2,2,3,8,2,6,7,3,3,1,5,1,NA,3,2,1,66,2,3,1,1,NA,10,10,10,10,10,10,10,3,1,8,15,15,1,4,NA,1,3,NA,1,5,NA,3,2,2,NA,1,NA,3,13,1,0.87079286,13,89,2023,7,20,89256,56,"56-89"
"57",10,11,3,3,2,3,3,3,1,2,88,3,4,3,6,4,4,4,6,3,6,6,6,3,4,6,4,4,3,3,1,3,2,3,3,3,1,2,2,3,2,2,2,3,2,2,2,1,1,2,10,10,1,1,3,NA,NA,NA,NA,1,NA,2,10,8,10,10,6,10,10,8,0,0,10,1,1,3,2,1,1,2,1,2,2,2,4,2,2,2,2,2,7,8,1,2,11,3,3,10,1,NA,3,2,2,47,2,4,3,2,4,10,10,10,10,10,10,10,3,1,5,15,15,1,1,NA,1,2,NA,1,5,NA,2,3,2,NA,1,NA,2,13,1,0.5660102,13,89,2023,7,20,89256,57,"57-89"
"58",1,7,10,2,2,2,3,3,3,2,88,2,4,3,3,4,2,2,6,6,6,6,3,2,4,6,6,3,6,6,4,1,1,2,3,3,3,3,3,4,3,2,3,4,4,2,3,2,4,2,6,5,1,2,3,NA,NA,NA,NA,1,NA,3,5,5,5,7,4,5,6,2,4,2,5,2,3,4,3,3,2,2,3,2,2,2,3,4,2,3,3,2,3,8,1,3,6,4,2,5,1,NA,3,1,2,55,2,4,3,1,NA,10,9,10,10,10,10,10,3,1,1,15,15,1,2,NA,1,2,NA,1,5,NA,6,2,2,NA,1,NA,3,13,1,1.27394021,13,89,2023,7,20,89256,58,"58-89"
"59",1,9,11,3,3,3,3,4,3,2,5,2,4,4,6,3,3,2,6,4,6,6,6,3,4,6,5,4,4,4,4,3,1,2,4,3,4,3,3,2,2,1,4,3,2,3,3,1,2,4,7,10,2,2,3,NA,NA,NA,NA,99,NA,3,6,4,10,8,10,2,8,1,8,1,9,1,1,2,2,3,3,1,3,2,2,2,3,3,2,3,2,3,8,4,2,9,11,2,1,10,99,NA,3,2,2,50,2,4,3,2,1,10,10,10,10,10,10,10,2,1,2,17,NA,1,1,NA,1,1,NA,1,1,NA,1,3,2,NA,1,NA,3,13,1,0.6453201,13,89,2023,7,20,89253,59,"59-89"
"60",1,3,7,1,3,3,5,5,2,2,88,2,2,6,6,6,2,6,6,6,6,6,2,6,2,6,6,6,6,6,6,3,3,3,4,4,3,3,3,3,4,1,4,4,3,3,3,1,3,1,9,10,88,2,3,NA,NA,NA,NA,1,NA,4,4,4,5,5,5,2,5,2,2,0,4,2,1,5,5,3,4,3,1,3,3,1,3,4,2,3,3,2,4,8,1,11,3,3,1,9,99,NA,3,2,2,49,2,2,1,2,2,8,7,9,10,9,10,10,3,1,8,19,NA,1,1,NA,1,2,NA,1,7,NA,1,2,2,NA,1,NA,4,13,1,0.6453201,13,89,2023,7,20,89253,60,"60-89"
"61",12,6,14,3,3,3,3,3,3,2,6,3,6,6,6,6,3,6,6,6,6,6,6,6,6,6,6,6,6,6,6,3,3,3,3,3,3,3,3,4,3,3,3,3,3,3,3,3,3,1,10,1,1,2,1,1,NA,NA,NA,NA,NA,3,10,8,10,10,10,10,10,0,10,10,10,1,1,2,2,2,4,2,5,2,2,1,3,2,1,3,2,2,8,4,11,4,1,2,3,0,99,NA,3,1,2,22,2,4,3,2,4,10,10,10,10,10,10,10,3,9,5,5,NA,2,NA,2,2,NA,8,2,NA,4,6,1,2,NA,2,2,3,7,2,1.0649463,7,89,2023,7,11,89277,61,"61-89"
"62",10,1,7,3,2,3,3,3,2,2,5,2,4,2,2,4,2,6,6,6,6,2,3,2,4,6,6,4,6,4,2,4,2,2,4,88,3,3,3,4,1,1,4,4,4,4,88,1,88,3,5,9,2,2,2,NA,NA,1,1,NA,NA,3,5,9,8,10,5,4,7,2,3,1,8,1,1,3,2,2,3,4,2,3,2,2,88,5,2,4,2,3,8,5,3,4,6,4,1,10,1,1,1,1,1,52,2,3,1,1,NA,7,10,10,10,10,7,7,3,2,1,13,NA,1,2,NA,1,9,NA,1,99,NA,1,3,2,NA,1,NA,4,7,1,0.78030141,7,89,2023,7,10,89081,62,"62-89"
"63",10,5,13,2,3,3,2,4,3,2,5,2,2,6,6,4,4,6,6,6,6,6,6,6,2,6,6,6,6,1,4,3,3,3,3,3,3,4,3,4,3,3,3,3,3,3,4,2,3,4,7,8,2,1,1,1,NA,NA,NA,NA,NA,2,3,4,5,5,5,1,5,4,6,0,6,2,2,3,3,3,3,3,3,4,3,2,3,3,3,3,3,3,3,6,6,10,2,3,2,4,1,NA,3,1,2,32,2,4,2,2,1,7,8,10,6,10,10,10,2,10,6,17,NA,1,1,NA,1,2,NA,1,1,NA,1,3,2,NA,1,NA,4,7,2,0.65630145,7,89,2023,7,11,89277,63,"63-89"
"64",7,3,13,2,2,2,3,4,2,2,7,2,5,3,6,3,3,6,6,6,6,6,3,6,4,6,6,6,6,4,6,4,2,1,4,4,3,3,1,3,3,1,4,3,4,1,3,1,1,3,7,10,1,2,3,NA,NA,NA,NA,99,NA,3,5,10,10,0,10,0,10,0,0,10,10,1,4,5,4,4,3,3,3,3,3,1,3,2,2,3,2,4,7,4,8,11,3,3,1,10,99,NA,3,1,2,29,2,2,3,1,NA,10,10,10,10,10,10,10,4,2,7,10,NA,2,NA,2,2,NA,2,2,NA,3,5,2,2,NA,1,NA,4,7,2,0.53247315,7,89,2023,7,11,89277,64,"64-89"
"65",3,10,14,2,1,3,2,4,2,2,8,2,4,4,3,3,3,4,3,3,6,3,4,4,5,5,5,4,4,4,3,1,2,3,3,3,3,3,2,2,2,2,3,3,3,3,4,2,2,4,5,7,2,2,1,1,NA,NA,NA,NA,NA,3,7,3,7,2,3,2,8,1,1,1,8,1,1,3,2,3,3,4,3,4,2,2,2,2,1,2,3,2,8,6,7,6,1,2,1,8,1,NA,3,2,1,36,2,6,2,2,1,9,9,9,9,9,9,9,2,1,2,21,NA,1,2,NA,1,1,NA,1,3,NA,3,1,2,NA,1,NA,4,7,2,1.57066111,7,89,2023,7,11,89277,65,"65-89"
"66",3,6,10,3,1,3,2,3,1,1,5,4,3,8,3,4,4,6,6,6,6,6,6,6,3,6,6,6,4,6,6,1,3,3,4,4,3,2,3,3,4,2,2,3,4,1,3,3,3,1,7,10,1,1,1,1,NA,NA,NA,NA,NA,3,7,10,9,6,8,8,6,9,5,4,7,2,2,3,4,3,2,2,2,1,2,2,3,4,1,2,2,2,8,6,7,2,6,2,4,10,99,NA,3,2,1,72,2,1,3,1,NA,0,0,5,6,8,0,0,2,1,6,15,15,1,1,NA,1,2,NA,1,6,NA,7,1,2,NA,1,NA,4,7,2,1.04210497,7,89,2023,7,11,89277,66,"66-89"
"67",3,17,9,4,1,3,3,8,1,1,6,2,2,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,2,2,3,4,4,3,3,3,4,3,2,3,4,3,2,4,2,2,2,5,9,88,1,1,1,NA,NA,NA,NA,NA,3,10,9,10,9,9,9,10,7,6,7,8,2,1,2,4,1,1,1,1,3,3,1,2,1,1,2,1,2,1,3,8,2,11,1,2,5,1,NA,3,2,1,37,2,3,1,1,NA,9,10,10,10,10,10,10,3,1,8,15,15,2,NA,2,2,NA,2,2,NA,6,8,1,2,NA,2,3,4,7,1,1.15255636,7,89,2023,7,10,89081,67,"67-89"
"68",3,10,1,2,2,3,3,4,2,2,5,3,3,4,4,4,3,4,6,5,2,3,2,3,4,4,4,4,4,3,3,3,3,3,3,3,3,3,1,1,3,1,3,3,3,3,3,1,3,3,7,8,1,1,1,1,NA,NA,NA,NA,NA,3,8,6,8,7,8,8,8,8,8,3,7,2,2,2,3,3,3,3,1,3,3,3,2,1,1,2,2,1,4,8,5,1,9,2,2,2,1,NA,3,2,1,69,2,6,3,1,NA,7,7,8,8,8,8,8,3,1,7,15,15,2,NA,2,1,2,NA,1,5,NA,6,2,2,NA,1,NA,3,5,1,0.85265124,5,89,2023,7,6,89065,68,"68-89"
"69",9,3,26,1,2,2,2,4,2,2,5,2,3,6,6,3,4,3,6,6,6,6,6,6,4,6,4,6,6,3,3,3,3,3,3,3,3,2,3,4,3,3,3,3,3,3,3,3,3,3,5,10,2,2,1,1,NA,NA,NA,NA,NA,3,0,0,10,10,10,0,10,0,10,0,10,2,2,3,2,3,3,3,2,2,3,4,3,2,1,2,2,2,8,2,2,7,11,1,1,6,1,NA,3,1,2,44,2,6,2,1,NA,10,10,10,10,10,10,10,3,9,7,18,NA,1,2,NA,1,1,NA,1,3,NA,1,2,2,NA,1,NA,2,5,1,1.01935265,5,89,2023,7,6,89065,69,"69-89"
"70",1,3,12,1,3,3,2,1,3,2,10,1,5,8,6,2,2,2,2,8,1,8,8,2,4,2,2,2,8,4,2,3,2,2,2,99,99,4,3,88,99,2,99,99,4,3,4,3,88,4,88,7,88,2,1,1,NA,NA,NA,NA,NA,4,88,10,10,10,99,99,99,88,99,99,99,2,2,88,9,88,88,4,4,4,2,4,88,3,88,9,9,9,8,88,6,8,7,3,88,99,99,NA,1,1,2,77,2,0,3,1,NA,10,88,10,10,10,10,10,2,2,8,10,NA,1,2,NA,1,2,NA,1,88,NA,99,1,8,NA,1,NA,5,9,1,0.26171814,9,89,2023,7,14,89116,70,"70-89"
"71",10,9,1,2,3,3,3,3,3,2,5,1,3,3,6,6,2,3,3,3,6,6,3,6,3,6,3,2,6,4,3,1,3,3,4,1,1,3,1,3,1,1,4,4,3,3,3,1,1,3,7,10,2,2,1,1,NA,NA,NA,NA,NA,3,0,0,5,6,3,0,0,0,1,0,5,2,1,3,3,4,1,1,1,3,3,4,3,3,3,3,3,2,8,4,8,2,11,3,2,6,1,NA,3,1,2,34,2,6,1,1,NA,8,10,10,8,6,10,10,3,1,6,18,NA,1,2,NA,1,2,NA,1,3,NA,2,2,2,NA,1,NA,3,5,1,0.68672179,5,89,2023,7,6,89056,71,"71-89"
"72",14,16,17,2,1,4,2,4,1,1,7,4,4,4,6,4,4,6,4,4,6,6,4,5,4,4,4,4,4,4,6,1,1,3,3,3,3,1,3,88,3,1,1,1,4,1,1,1,3,1,3,3,2,2,3,NA,NA,NA,NA,99,NA,3,0,0,0,10,0,99,0,88,0,0,10,2,2,2,2,3,1,1,1,1,1,1,2,2,2,2,2,1,8,99,2,9,6,2,2,3,99,NA,1,2,2,74,2,1,3,1,NA,3,5,8,9,7,10,10,2,1,5,1,NA,1,1,NA,1,2,NA,1,2,NA,1,1,2,NA,1,NA,5,9,1,0.26171814,9,89,2023,7,14,89116,72,"72-89"
"73",3,5,7,4,2,3,3,5,3,1,5,4,4,6,6,4,4,6,6,4,6,6,6,6,4,6,6,4,4,6,6,3,3,2,4,3,3,3,2,3,2,2,2,3,3,2,3,2,2,3,3,9,2,1,1,1,NA,NA,NA,NA,NA,5,8,10,10,5,9,3,10,6,2,0,10,4,4,3,3,3,3,4,2,2,2,2,2,2,1,2,2,2,6,8,1,2,4,2,1,4,1,1,3,2,2,53,2,2,1,2,3,6,10,10,10,10,10,10,3,2,1,1,NA,1,1,NA,1,1,NA,1,88,NA,2,2,1,5,1,NA,3,9,1,0.84462721,9,89,2023,7,14,89117,73,"73-89"
"74",1,10,9,3,1,2,3,5,2,2,6,2,5,3,6,3,2,3,6,6,6,3,3,4,3,6,4,5,4,4,3,4,2,3,4,3,2,3,2,4,3,1,3,4,2,3,4,1,2,1,10,6,1,1,1,99,NA,NA,NA,NA,NA,4,6,6,10,6,5,5,10,10,88,6,5,2,1,3,2,88,3,4,2,3,3,4,3,5,88,3,3,3,88,NA,9,2,1,2,2,8,99,NA,3,2,1,35,2,7,3,1,NA,10,0,1,5,6,1,10,4,9,8,15,15,1,2,NA,1,2,NA,2,NA,8,3,1,2,NA,1,NA,4,13,1,0.70606848,13,89,2023,7,20,89245,74,"74-89"
"75",3,9,14,2,3,3,3,3,2,3,88,3,3,6,6,6,3,6,6,6,6,6,6,6,3,6,6,4,6,4,6,3,1,4,4,3,2,4,3,3,3,1,3,3,2,3,3,3,3,3,10,10,1,1,3,NA,NA,NA,NA,1,NA,3,6,5,1,10,5,4,10,3,88,1,10,1,1,4,2,3,3,2,3,3,3,3,4,5,2,3,3,3,8,6,1,4,6,2,1,10,99,NA,3,2,2,42,2,3,1,1,NA,5,10,10,10,10,10,10,2,1,8,15,15,1,8,NA,1,8,NA,1,88,NA,5,2,2,NA,1,NA,4,13,1,0.87343246,13,89,2023,7,20,89245,75,"75-89"
"76",10,1,6,2,1,3,3,3,2,2,5,2,5,3,6,3,1,6,6,6,6,6,6,3,4,6,5,6,6,5,1,4,1,4,4,4,4,3,1,4,4,1,3,4,88,1,4,1,1,4,5,8,2,1,1,1,NA,NA,NA,NA,NA,3,8,10,10,10,3,8,9,10,8,4,10,2,2,2,2,1,1,1,4,1,4,2,3,3,2,3,3,2,8,2,1,2,6,2,2,10,1,NA,1,1,2,76,2,2,3,2,2,0,8,10,2,10,8,0,2,9,8,10,NA,2,NA,2,1,2,NA,1,5,NA,1,3,2,NA,1,NA,3,5,1,0.47195967,5,89,2023,7,6,89056,76,"76-89"
"77",11,10,5,1,1,2,3,3,3,1,5,4,3,3,6,4,3,6,6,6,6,6,6,3,2,6,6,4,6,3,3,2,3,3,3,3,2,3,2,3,2,2,2,2,3,3,3,2,2,3,5,5,1,2,1,1,NA,NA,NA,NA,NA,3,5,10,10,7,3,6,6,10,6,10,10,1,3,2,2,2,1,2,3,4,2,3,4,3,1,2,3,2,4,7,3,6,8,2,1,3,1,NA,1,1,1,47,2,2,1,1,NA,10,0,10,10,10,10,10,4,1,5,9,NA,1,1,NA,1,1,NA,1,4,NA,5,3,2,NA,1,NA,4,5,1,0.75167229,5,89,2023,7,6,89056,77,"77-89"
"78",9,3,2,3,1,4,3,3,2,1,1,5,2,2,6,4,5,2,6,3,3,3,4,2,3,3,3,4,2,2,2,2,3,3,3,4,1,3,3,3,1,3,1,4,3,3,2,2,2,1,1,10,1,1,1,1,1,NA,NA,NA,NA,3,10,10,10,10,88,10,10,10,10,10,10,3,2,2,3,2,2,2,2,2,1,2,3,3,3,2,1,2,4,6,1,11,2,4,1,10,1,1,3,1,2,77,2,4,3,2,7,0,0,0,0,0,0,0,1,1,4,9,NA,1,1,NA,1,1,NA,1,3,NA,1,3,2,NA,1,NA,3,13,1,0.37975118,13,89,2023,7,20,89181,78,"78-89"
